,Planet Radius Value,Stellar Mass,Orbital Period Value,Star Radius Value,Effective Temperature Value,J mag,V mag,TIC Declination,Effective Stellar Flux Value,mass_flag,pl_masses,Ars,K_amp,TSM,Full TOI ID
189,15.132,4.26,5.45265,1.73,6442,9.46,10.162,18.104868,478.0351642,1,2227.9883,12.21962861,308.570556,9.985238567,HAT-P-34 b
190,1.71,0.92,2.369172,0.98,5477,9.726,11.102,-14.494689,676.6079448,1,6.54,7.424435235,3.32228983,16.1742819,K2-265 b
191,10.424,0.58,0.813475,0.6,4400,9.995,12.4,-9.806276,597.5903578,1,565.714,5.098589533,558.1882768,88.33122935,WASP-43 b
192,1.21,0.62,2.219282,0.6,4027,10.104,13.15,20.35957,105.2089185,0,1.9229,10.17849268,1.298798943,4.136903678,K2-122 b
193,18.786,1.65,4.7869491,1.93,7394,9.373,,3.710566,2311.706417,1,1137.8314,7.320471278,309.7320871,46.39841977,HAT-P-69 b
194,11.131,0.97,2.61586178,0.99,,9.744,11.138,50.2258,,1,179.8918,7.990876292,85.35110161,,XO-2 N b
195,16.589,1.79,3.85298,1.62,6570,9.558,10.44,42.465973,1284.384724,1,419.5356,7.754068997,116.2835809,97.50910153,HAT-P-6 b
196,2.1,0.64,27.359,0.62,3926,10.127,12.763,-16.773256,3.488983664,0,5.0691,53.12483697,1.451091017,21.51298547,K2-286 b
197,13.227,0.76,2.90367,1.82,6050,9.636,10.56,0.758834,3008.801389,1,441.7837,4.295962451,238.1965085,44.38534249,WASP-71 b
198,16.926,1.56,2.20474,2,6389,9.555,,47.969513,4038.932739,1,584.8072,4.135032751,213.9904385,65.00796351,HAT-P-7 b
199,15.681,1.11,4.1662739,1.21,5948,9.693,10.854,-47.003242,596.4080381,1,215.8066,9.326456383,80.14024168,222.6287623,KELT-10 b
200,5.717,0.84,3.836169,0.76,4910,9.906,11.6,2.418,146.8716492,1,40.6822,12.80679584,18.69976633,92.64394777,WASP-156 b
201,1.52,,10.495711,1.36,6239,9.616,,44.208553,,0,2.9261,,,,Kepler-126 b
202,1.58,,21.869741,1.36,6239,9.616,,44.208553,,0,3.1252,,,,Kepler-126 c
203,2.5,,100.283134,1.36,6239,9.616,,44.208553,,0,6.8179,,,,Kepler-126 d
204,17.822,2.22,2.69155,2.06,6820,9.55,10.326,26.692652,3370.29569,1,699.226,5.157998775,189.2192364,57.3117815,HAT-P-49 b
205,0.47,0.81,5.28696,0.76,4909,9.984,,47.208031,98.03231356,1,4.3,15.66923976,1.819674121,0.070162589,Kepler-102 b
206,0.58,0.81,7.07142,0.76,4909,9.984,,47.208031,66.52248153,1,3,19.02165634,1.152248669,0.171531155,Kepler-102 c
207,1.18,0.81,10.3117,0.76,4909,9.984,,47.208031,40.22878588,1,3.8,24.4604301,1.287065586,1.005622152,Kepler-102 d
208,2.22,0.81,16.1457,0.76,4909,9.984,,47.208031,22.12592555,1,8.93,32.98236767,2.604711758,16.27376143,Kepler-102 e
209,0.88,0.81,27.4536,0.76,4909,9.984,,47.208031,10.90213484,1,5.2,46.9868983,1.270761595,0.219917979,Kepler-102 f
210,15.917,1.62,1.84683,1.44,6400,9.603,10.5,35.661533,2603.556224,1,772.3269,5.16800536,292.347485,69.20840524,WASP-3 b
211,19.952,1.59,5.031623,2.37,6279,9.631,10.59,36.570232,1738.672297,1,301.9385,6.087214236,82.85808585,114.8704058,KELT-12 b
212,2.578,1.67,41.6855,1.08,5766,9.77,11.038,20.599232,14.8225542,1,22.2481,55.59480874,2.920143044,5.057330841,BD+20 594 b
213,20.905,1.35,1.2749255,1.46,6459,9.625,10.44,-39.097393,5138.849654,1,375.9929,3.746658423,181.849752,367.6133179,WASP-121 b
214,1.9,0.88,5.35117,1.23,5730,9.768,11.137,21.298685,443.8231141,1,8.6,10.03346115,3.429869563,9.454463971,K2-111 b
215,16.388,1.2,4.8996284,1.39,5940,9.701,10.68,-23.935728,598.6941436,1,98.841,9.283609683,33.01255233,419.2972227,WASP-20 b
216,15.805,1.28,4.37808,1.86,5550,9.818,11.2,-38.323257,909.3147481,1,117.5971,6.576204903,39.06123033,185.71593,WASP-63 b
217,14.011,1.1,4.12508,1.45,6397,9.667,10.674,58.268108,1168.165658,1,451.3186,7.708093464,169.171747,63.31022685,XO-4 b
218,1.357,0.9,10.098858,0.91,5631,9.834,11.138,-13.160896,95.70504933,0,2.4129,20.86652436,0.767133142,2.235715342,K2-190 b
219,1.093,0.9,21.574023,0.91,5631,9.834,11.138,-13.160896,34.78481429,0,1.3361,34.61168145,0.329825398,1.6381419,K2-190 c
220,1.84,0.68,9.325038,0.65,4222.06,10.251,12.85,-14.488987,20.68960562,0,4.049,25.23011228,1.593585913,24.29401724,K2-21 b
221,2.49,0.68,15.50192,0.65,4222.06,10.251,12.85,-14.488987,10.5060397,0,6.7716,35.40591078,2.249783399,30.38939782,K2-21 c
222,3.06,1.19,9.21165,1.51,6302,9.771,11.114,-20.198818,387.9308003,1,10.9,12.98153816,2.966196363,20.28122487,K2-290 b
223,11.276,1.19,48.36685,1.51,6302,9.771,11.114,-20.198818,42.50830242,1,246.0004,39.21628089,38.51581466,23.24360748,K2-290 c
224,12.442,1.42,3.72247,0.89,4800,10.015,11.6,30.673594,134.9415753,1,251.0857,12.76897612,82.14917342,105.0544954,WASP-11 b
225,19.537,1.24,1.7100566,1.52,5720,9.808,11,-42.409744,2451.004858,1,408.0937,4.254675665,189.4054432,194.8373459,KELT-14 b
226,16.948,1.72,1.763588,1.74,7650,9.466,,46.868362,7929.218952,1,2949.4624,4.231108409,1089.369901,21.08294164,KOI-13 b
227,19.504,2.77,2.4653,1.85,6330,9.67,10.465,10.597294,1956.651144,1,448.1403,5.831727297,107.7427558,120.0332476,HAT-P-57 b
228,12.442,1.32,1.217514,1.46,6518,9.682,10.701,39.383808,5752.410647,1,8654.15,3.606203739,4314.538283,3.373747145,KELT-1 b
229,10.536,1.06,2.8997,0.87,5185,9.936,11.577,48.028667,297.6643776,1,206.5895,10.03183954,89.2696493,102.5467382,HAT-P-3 b
230,1.43,0.79,1.422614,0.72,4916,10.034,11.8,3.866393,517.9402265,1,3.9,6.83644643,2.59936961,3.596779235,K2-36 b
231,3.2,0.79,5.340888,0.72,4916,10.034,11.8,3.866393,88.76555082,1,7.8,16.51383763,3.344946958,87.35206586,K2-36 c
232,9.976,1.04,11.55098,0.96,5625,9.896,11.1,-42.475273,80.51680917,1,390.9309,22.70117118,107.924989,27.75288228,WASP-130 b
233,4.07,,30.160546,2.94,4991,10.047,,38.702235,,0,15.6122,,,,Kepler-278 b
234,3.59,,51.078775,2.94,4991,10.047,,38.702235,,0,12.6129,,,,Kepler-278 c
235,1.01,0.57,0.684533,0.51,4268,10.229,12.831,18.465254,486.7398344,0,1.007,5.315533558,1.064711522,8.804077975,K2-85 b
236,1.906,2.24,4.01593,1.38,5757,9.911,11.39,-23.189287,447.7451436,1,19.0698,10.08378331,4.489203213,3.208517425,K2-38 b
237,2.42,2.24,10.56103,1.38,5757,9.911,11.39,-23.189287,123.3494909,1,9.9,19.21189773,1.688437312,9.164723656,K2-38 c
238,2.748,1.19,6.238297,1.31,6270,9.764,,39.487894,481.0549655,1,8.7,11.53942632,2.695978636,25.48116735,Kepler-25 b
239,5.217,1.19,12.7207,1.31,6270,9.764,,39.487894,186.0378953,1,15.2,18.55585032,3.714432415,71.82676123,Kepler-25 c
240,1.8,0.65,6.342,0.58,4258,10.274,12.806,21.3536,29.36315462,0,3.9005,21.54053303,1.798952995,32.02390047,K2-155 b
241,2.6,0.65,13.85,0.58,4258,10.274,12.806,21.3536,10.36345735,0,7.288,36.25813568,2.590797,39.8120153,K2-155 c
242,1.9,0.65,40.718,0.58,4258,10.274,12.806,21.3536,2.46068362,0,4.276,74.40976156,1.061085785,18.48474089,K2-155 d
243,2.6,0.7,19.562307,0.68,4455,10.231,12.424,16.347446,10.25221857,0,7.288,39.90552018,2.197793229,29.46324805,K2-174 b
244,1.481,0.91,0.837491,1.06,5627,9.889,10.94,50.241299,3554.290461,1,4.6085,3.419194924,3.335204473,2.699276921,Kepler-10 b
245,2.35,0.91,45.294301,1.06,5627,9.889,10.94,50.241299,17.37807625,1,17.2,48.89894271,3.291573182,5.066944383,Kepler-10 c
246,0.99,,5.629021,1.57,6152,9.721,,43.831089,,0,0.9375,,,,Kepler-381 b
247,1.12,,13.391635,1.57,6152,9.721,,43.831089,,0,1.4581,,,,Kepler-381 c
248,14.011,1.12,9.38755,1.5,5900,9.873,,-19.542278,298.5910939,1,311.4734,12.96916711,87.70184125,55.43483109,WASP-185 b
249,0.522,0.52,10.3126,0.44,3841,10.293,,43.292973,6.790328318,1,0.066,36.44934392,0.030037895,8.313813406,Kepler-138 b
250,1.197,0.52,13.7813,0.44,3841,10.293,,43.292973,4.613120029,1,1.97,44.22193326,0.813987593,3.049122832,Kepler-138 c
251,1.212,0.52,23.0881,0.44,3841,10.293,,43.292973,2.318448273,1,0.64,62.37871108,0.222654869,8.203274503,Kepler-138 d
252,14.572,1.05,3.16158,1.08,5990,9.887,11.01,-6.229821,732.6968958,1,225.6593,8.533711505,95.3402228,206.4892404,WASP-35 b
253,12.778,0.88,3.94153,0.88,5750,9.939,11.19,28.169586,346.3084944,1,263.7989,11.43801351,116.4966501,145.2197589,XO-1 b
254,1.274,0.83,2.354992,0.8,5185,10.055,11.331,0.968397,390.9954393,0,2.1674,8.75302489,1.181610602,3.422138034,K2-165 b
255,1.554,0.83,4.382745,0.8,5185,10.055,11.331,0.968397,170.8031999,0,3.0382,13.24329362,1.346581821,23.88707725,K2-165 c
256,2.648,0.83,14.101361,0.8,5185,10.055,11.331,0.968397,35.95916226,0,7.5182,28.86285094,2.257140811,32.3515273,K2-165 d
257,14.572,1.08,9.1751,3.85,4840,10.153,11.897,-8.747175,940.9661012,1,155.7367,4.916434098,45.27120412,22.17420988,K2-132 b
258,15.524,1.2,1.682795,1.63,6450,9.832,,-52.840833,4758.677471,1,692.8694,3.882601176,330.4486614,58.4474379,WASP-87 b
259,14.448,1.22,2.77596,1.24,6158,9.85,10.812,42.463078,1161.036663,1,1332.605,7.164780499,531.9951428,29.50526179,HAT-P-16 b
260,2,0.58,6.034,0.54,3810,10.394,13.392,-17.875217,18.81177043,0,4.6656,21.54674164,2.360501361,35.86614385,K2-240 b
261,1.8,0.58,20.523,0.54,3810,10.394,13.392,-17.875217,3.677750679,0,3.9005,48.73099702,1.312215576,20.7963725,K2-240 c
262,13.047,1.11,3.7130203,1.22,5763,9.996,10.79,-13.433218,623.0129015,1,187.512,8.566338012,72.35832241,127.6489123,WASP-70 A b
263,7.062,1.12,4.23452,0.87,5079,10.08,11.744,4.059997,159.4538739,1,22.2481,13.15180546,8.168269041,229.5726111,HAT-P-26 b
264,1.121,0.84,0.35500744,0.75,5089,10.184,,44.44833,3943.218576,1,3.1783,2.655131065,3.229832964,3.037578394,Kepler-78 b
265,13.675,1.78,3.1186,1.14,5700,9.984,,-20.275484,479.4951392,1,394.1092,9.552215126,117.6523295,75.433,WASP-16 b
266,2.17,1.29,11.54182,1.39,6570,9.852,10.97,-4.899185,272.4165742,0,5.3596,16.83683529,1.282030399,15.06981454,K2-243 b
267,2.01,1.29,24.94598,1.39,6570,9.852,10.97,-4.899185,97.48366084,0,4.7053,28.14565189,0.870518167,10.5508273,K2-243 c
268,,1.12,3.28883,1.27,5800,9.962,10.8,-69.226807,809.3818945,1,90.3,7.612472423,36.06720131,,WASP-126 b
269,2.56,0.75,13.86387,0.71,4950,10.184,11.915,-12.284491,25.74850385,0,7.0984,31.08714839,2.293024267,34.07320868,K2-110 b
270,2.73,1.19,6.8834055,1.19,6236,9.911,,40.719832,340.6569234,0,7.9183,13.56438447,2.374561251,28.51830273,Kepler-506 b
271,14.46,2.78,2.21673,2.18,6250,9.964,10.88,-30.169039,2968.160939,1,731.009,4.61596811,181.6515512,20.93151329,WASP-72 b
272,1.87,0.73,3.225338,0.68,4648,10.277,12.289,-6.136143,130.657618,0,4.1618,12.16778027,2.225656162,35.50927259,K2-199 b
273,2.78,0.73,7.374694,0.68,4648,10.277,12.289,-6.136143,43.37535489,0,8.1664,21.11821495,3.315008074,45.84778957,K2-199 c
274,12.117,0.9,2.152175,0.87,5180,10.166,11.88,6.429536,492.1079859,1,295.8997,7.78710088,157.4976851,111.0777299,WASP-2 b
275,5.02,1.03,31.578659,1.1,5731,10.046,11.64,39.911824,29.99106772,1,48.6,38.6110259,9.657485737,15.79599881,Kepler-1656 b
276,11.882,1,10.8635,1.07,5568,10.194,12.16,39.460636,106.9808608,1,616.5902,19.29709332,178.3434699,22.39961695,HAT-P-15 b
277,2.215,0.89,81.73778,0.87,5547,10.026,,49.623455,5.106798217,1,10.6,87.65737691,1.691046041,7.064741882,Kepler-538 b
278,9.11,0.96,28.380619,0.88,5370,10.177,11.653,-17.910688,17.87943669,0,61.4237,43.90542075,13.25556919,96.54990916,K2-139 b
279,0.83,0.52,1.60588,0.5,3725,10.477,13.716,-1.953159,92.58204157,0,0.4987,9.284011405,0.421874517,6.047166797,K2-257 b
280,2.6,0.85,12.20772,0.81,5263,10.306,,-20.400534,46.68164365,0,7.288,26.09997902,2.259616535,29.30289172,K2-53 b
281,14.908,0.77,2.84938,1.57,6900,9.928,,-64.027039,3850.962948,1,400.4658,4.939238522,215.3965169,87.59823345,WASP-100 b
282,9.752,0.8,7.133521,0.74,4775,10.257,12.4,-46.15918,56.26776664,1,130.3103,19.56876423,50.31930364,101.3475867,WASP-132 b
283,12.33,0.81,3.0524,0.83,5545,10.096,11.6,-30.63987,395.9300203,1,270.1555,9.94810528,137.2968278,137.7632685,WASP-41 b
284,2.14,0.77,6.67202,0.73,4880,10.374,12.397,-12.187498,66.99196604,0,5.2343,18.73159547,2.12013182,29.71152708,K2-62 b
285,2.14,0.77,16.1966,0.73,4880,10.374,12.397,-12.187498,20.5337073,0,5.2343,33.83393014,1.577516916,22.10732188,K2-62 c
286,13.563,0.86,2.7566,1.22,6034,10.021,,-15.267305,1320.317053,1,270.1555,6.450865443,136.4816023,118.7170147,WASP-26 b
287,15.805,1.18,3.7521,1.48,6300,9.956,11,-32.159607,1239.651858,1,171.6282,7.257344162,63.36163253,203.8008329,WASP-15 b
288,2.056,0.97,12.58242,1.47,,10.088,,41.900829,,0,4.8898,15.3348144,1.374376533,,Kepler-449 b
289,2.764,0.97,33.6727,1.47,,10.088,,41.900829,,0,8.0867,29.5588613,1.637123261,,Kepler-449 c
290,20.288,2.07,3.3448285,1.67,9360,9.775,,-42.704944,6162.528652,1,527.5978,7.184866608,139.1389253,178.7438577,WASP-178 b
291,1.97,0.69,7.385655,0.65,4339,10.508,12.918,-13.576928,31.18903099,0,4.5472,21.7032537,1.915573589,26.13428861,K2-126 b
292,11.73,1.63,18.251985,2.63,6217,10.024,11.149,-5.442466,363.1319071,0,94.3976,13.05798055,16.58248829,34.20166807,K2-99 b
293,1.75,0.7,2.1748,0.72,4503,10.394,12.476,6.346971,224.4310663,1,8,8.713826236,5.017284208,14.64914281,K2-216 b
294,10.817,1.13,9.47725,1.78,5645,10.135,,-26.692858,345.8610821,1,1722.6386,11.03121965,480.6529553,3.011766738,TOI 172 b
295,8.687,0.72,7.919585,0.61,4650,10.44,13,24.88929,32.08838817,1,274.276,24.57414646,109.7275928,40.00907969,WASP-59 b
296,1.9,0.33,31.393463,0.32,3341,10.545,13.868,18.268902,0.631023573,0,4.276,90.46417924,1.818301284,38.14317575,K2-288 B b
297,22.978,2.56,2.69405,2.05,6390,10.006,11.087,4.672421,2336.208646,1,378.2177,5.438666025,93.04588528,169.5995163,HAT-P-41 b
298,2.41,0.88,50.818947,0.85,5368,10.216,11.606,15.680626,8.117703799,1,14.8,65.11108042,2.787288334,7.024123914,K2-263 b
299,2.24,0.79,3.280961,0.73,4812,10.364,12.063,20.455076,160.4094789,0,5.6569,11.77016934,2.853715025,39.40121766,K2-275 b
300,2.34,0.79,8.438756,0.73,4812,10.364,12.063,20.455076,45.51908731,0,6.0929,22.09535341,2.243349969,30.43746586,K2-275 c
301,12.442,0.92,2.78174,0.97,5600,10.146,11.36,-16.965294,584.8569147,1,117.5971,8.348293851,56.62606707,256.5089461,WASP-49 b
302,17.71,1.59,2.0219596,1.79,7000,9.929,,-35.549522,5166.203293,1,2542.64,4.388911483,945.5398083,19.14111437,WASP-167 b
303,0.7,1.16,2.12823928,1.28,6086,10.072,,48.744099,1739.601541,0,0.271,5.717227736,0.122247784,2.555540071,Kepler-1349 b
304,1.32,1.08,6.88705,1.49,5825,10.081,,41.990273,433.4417641,1,7.34,10.49235484,2.347756193,0.328512005,Kepler-100 b
305,2.2,1.08,12.8159,1.49,5825,10.081,,41.990273,189.369307,1,7.05,15.87389679,1.833330487,8.537212458,Kepler-100 c
306,1.61,1.08,35.3331,1.49,5825,10.081,,41.990273,48.9853347,1,3,31.21082922,0.556367843,5.607672731,Kepler-100 d
307,14.28,,3.056536,,5860,10.1,11.118,36.229664,,1,213.255,,,,HAT-P-4 b
308,3.249,1.18,17.355066,2.2,5791,10.153,11.235,-0.06284,253.7491376,0,10.6446,13.55349595,2.358575423,8.832777646,K2-164 b
309,2.213,1.03,11.8728787,1.03,6148,10.065,,39.211929,128.3349695,1,5,21.48036712,1.376608229,23.43518274,Kepler-1655 b
310,16.141,1.32,4.0460435,1.7,6410,10.087,11.02,2.702824,1470.983928,1,163.3646,6.896973908,54.57775501,169.8427827,WASP-118 b
311,2.3,0.8,8.199796,0.76,4970,10.384,12.158,12.572612,57.84822028,1,603.877,20.90808534,222.6065806,0.283049661,K2-77 b
312,17.878,1.64,4.511164,1.7,6478,10.055,10.961,-31.20207,1148.370997,1,235.1942,7.972366717,65.56695587,152.9193703,NGTS-2 b
313,1.84,0.52,9.87863917,0.5,3713,10.648,,48.391022,8.108541261,0,4.049,31.16915443,1.869377555,27.05725095,Kepler-1651 b
314,1.681,0.82,0.85359163,0.83,5275,10.301,11.668,-1.063033,1758.751954,1,3.1783,4.271585653,2.449924989,42.94726572,CoRoT-7 b
315,1.42,1.25,2.15491,1.41,6211,10.066,,41.151173,2142.595242,0,2.6064,5.365367549,1.113974364,1.931017164,Kepler-65 b
316,2.58,1.25,5.859944,1.41,6211,10.066,,41.151173,564.4875448,0,7.193,10.45303403,2.202534637,19.93915395,Kepler-65 c
317,1.52,1.25,8.13123,1.41,6211,10.066,,41.151173,364.7293035,0,2.9261,13.00421729,0.80330584,8.986246802,Kepler-65 d
318,13.899,1.3,3.409264,1.19,6600,10.114,10.682,-1.98275,1028.319105,1,286.047,8.745213301,102.2128431,114.1460584,WASP-180 A b
319,1.42,0.71,5.675819,0.78,4469.51,10.491,12.627,-8.597065,70.47794418,0,2.6064,15.3193275,1.176097082,2.209598807,K2-128 b
320,12.666,1.04,3.03007,0.85,5230,10.294,11.76,36.632629,280.9226888,1,266.9772,10.50646111,115.1378842,120.7154141,TrES-1 b
321,4.96,0.86,8.991828,0.84,,10.404,12.31,-19.542822,,0,21.8511,20.60699602,7.443471398,,K2-32 b
322,2.74,0.86,20.66186,0.84,,10.404,12.31,-19.542822,,0,7.9677,35.88356938,2.056812573,,K2-32 c
323,3.27,0.86,31.7142,0.84,,10.404,12.31,-19.542822,,0,10.7618,47.74763519,2.408344144,,K2-32 d
324,1.01,0.86,4.34882,0.84,,10.404,12.31,-19.542822,,0,1.007,12.69687902,0.437009163,,K2-32 e
325,16.926,1.42,2.79083,1.47,6566,10.068,10.908,27.252293,1892.500898,1,734.1873,6.380139836,264.4157747,62.61668827,HAT-P-56 b
326,0.89,1.06,0.50565,0.99,5835,10.177,11.431,-10.282037,6345.481121,0,0.6403,2.751667348,0.495237404,4.893252506,K2-223 b
327,1.57,1.06,4.56327,0.99,5835,10.177,11.431,-10.282037,337.7248498,0,3.0916,11.92742515,1.148518117,17.72018808,K2-223 c
328,15.244,1.36,2.47063,1.12,5850,10.232,11.411,49.316402,838.1555167,1,473.5667,7.610197295,182.8113536,92.41029768,TrES-2 b
329,19.504,2.06,3.32944,1.78,6003,10.205,11.189,-52.120453,1195.661628,1,416.3573,6.709328074,110.3269188,96.44429621,KELT-15 b
330,2.52,0.67,9.79551,0.65,4272,10.629,13.1,3.096936,20.51006653,0,6.9109,25.94331336,2.702254446,30.65592119,K2-212 b
331,1.25,0.7,2.49412,0.74,4356.47,10.562,12.759,-19.690807,173.0142395,0,2.0985,9.289129536,1.257346611,2.519668736,K2-130 b
332,16.511,1.39,3.6112706,1.87,6450,10.148,11,-45.89822,2051.477759,1,1541.4755,5.913335373,516.7620345,16.82389675,WASP-120 b
333,12.745,1.08,1.7554137,0.96,5475,10.36,11.12,7.435026,868.9440153,1,404.263,6.546645682,203.9414551,81.91635257,WASP-104 b
334,11.781,1.32,6.180235,1.59,6202,10.199,11.439,16.278742,641.061961,1,953.49,9.780476361,276.5980045,9.980922359,EPIC 246851721 b
335,1.44,0.75,9.45889,0.69,4842,10.517,12.3,-1.111351,37.0684333,0,2.6691,24.79099413,0.97940232,2.419584905,K2-162 b
336,3.69,1.06,10.99573,1.28,5926,10.358,12.075,13.519372,185.9224553,0,13.216,16.58073809,3.66217096,25.91873603,K2-79 b
337,2.76,0.88,4.736837,0.8,5165,10.408,11.997,10.982941,145.8331399,0,8.0668,14.22194603,3.350687138,41.83422878,K2-182 b
338,0.819,0.91,0.570233,0.85,5396,10.354,11.535,1.578266,3226.4842,0,0.4755,3.300088589,0.391161402,5.421395332,K2-210 b
339,14.392,1.28,4.463129,1.4,6120,10.33,,-2.970947,742.3986587,1,156.684,8.849744712,51.71168719,139.4927457,HAT-P-46 b
340,2.55,0.71,26.8199,0.75,5262,10.442,11.97,-6.804924,15.78745461,0,7.0514,44.86339319,1.896129163,23.87168062,K2-241 b
341,14.404,1.03,3.71495,1.31,5738,10.296,11.526,70.527083,741.5218816,1,117.9149,7.784049519,47.82005413,215.5155699,Qatar-8 b
342,14.067,1.35,5.857487,1.53,6255,10.324,,-73.606153,649.8639991,1,797.7533,9.880749214,232.091643,20.7763001,TOI 150.01
343,17.901,1.33,2.7325321,1.52,6700,10.233,10.97,51.288761,2357.036171,1,467.2101,5.952685933,177.0135675,106.594216,WASP-93 b
344,3.49,1.27,15.87209,1.7,5742,10.362,11.836,-9.624804,157.0859259,0,12.0215,16.93574189,2.612935312,13.07903868,K2-225 b
345,2.354,0.85,10.57,1.05,5701,10.357,11.57,38.228866,130.8694106,1,6.3566,18.29066504,2.067780591,18.75459689,Kepler-454 b
346,13.07,0.89,1.9551,0.84,5400,10.401,11.6,-10.89808,620.4159541,1,466.8287,7.536896109,258.4788834,90.13448476,WASP-50 b
347,1.1,0.4,5.24,0.36,3420,10.781,14.549,4.441349,8.393228245,0,1.367,25.99166993,0.92868538,4.725547761,K2-239 b
348,1,0.4,7.775,0.36,3420,10.781,14.549,4.441349,4.95948848,0,0.9718,33.81273159,0.578833892,4.378674726,K2-239 c
349,1.1,0.4,10.115,0.36,3420,10.781,14.549,4.441349,3.492069672,0,1.367,40.29556504,0.745859585,3.79525205,K2-239 d
350,2.59,0.83,3.471745,0.79,4975,10.477,12.03,1.30029,192.6099363,1,9.68,11.48135946,4.636865941,30.20102812,K2-285 b
351,3.53,0.83,7.138048,0.79,4975,10.477,12.03,1.30029,73.67211883,1,15.68,18.56440685,5.906787664,37.7112904,K2-285 c
352,2.48,0.83,10.45582,0.79,4975,10.477,12.03,1.30029,44.28584969,1,6.5,23.94419094,2.156051413,27.34236346,K2-285 d
353,1.95,0.83,14.76289,0.79,4975,10.477,12.03,1.30029,27.9585043,1,10.7,30.13531191,3.16367434,7.197416924,K2-285 e
354,2.64,0.92,10.06049,0.95,5503,10.432,11.774,-5.721709,94.23144478,0,7.4796,20.08387864,2.346374304,24.44091513,K2-158 b
355,1.28,0.92,5.90279,0.95,5503,10.432,11.774,-5.721709,191.8425408,0,2.1848,14.07579894,0.818686964,1.717800006,K2-158 c
356,2.26,0.9,12.42205,0.83,5425,10.462,11.994,-3.580723,52.04397215,0,5.743,26.26399306,1.704105858,22.24360779,K2-159 b
357,11.99,0.89,4.322482,1.14,5800,10.35,11.58,18.396086,528.0220584,1,95.345,9.424893296,40.52385051,181.8957444,WASP-21 b
358,12.106,0.75,3.0927616,0.7,4675,10.603,12.7,31.462852,147.1819064,1,1001.12,11.59798403,533.2288816,30.5839092,WASP-10 b
359,22.194,1.13,2.1500082,1.37,6001,10.251,11.289,46.687836,1891.172636,1,216.1244,5.331239016,98.87549028,507.4043692,HAT-P-32 b
360,1.22,1.11,1.34059747,1.12,5973,10.406,,39.376484,2356.645413,0,1.9804,4.731342593,1.073219736,2.236811819,Kepler-908 b
361,1.21,0.79,7.122605,0.86,5558,10.431,11.491,-6.041594,140.9621502,0,1.9229,16.75067509,0.749162797,1.863560502,K2-279 b
362,1.38,0.58,0.961917,0.55,3672,10.835,14.019,-28.497833,194.7908672,0,2.4828,6.219672786,2.316653375,4.712242702,K2-147 b
363,6.11,0.98,9.4341505,0.9,5576,10.399,12.02,49.548203,93.12285447,1,120,20.74263274,36.87342219,19.44155662,Kepler-63 b
364,13.451,1.05,1.38665318,1.11,5800,10.374,11.102,-34.611279,2041.624715,1,1172.7927,4.793078234,652.1631983,30.54218361,WASP-173 A b
365,20.737,1.82,3.47447,1.79,6446,10.263,11.188,33.835052,1649.438919,1,292.4036,6.586564837,82.96395584,172.2236003,HAT-P-33 b
366,1.666,0.95,13.621832,0.89,5673,10.393,12.015,-8.478236,61.03833834,0,3.4198,26.51982805,0.949198365,13.98064631,K2-227 b
367,17.038,1.03,4.45724,1.94,6080,10.367,11.699,45.457378,1607.951404,1,152.5584,5.93495167,58.22459632,147.636617,HAT-P-40 b
368,5.04,0.56,5.424865,1.05,3540,11.095,15.714,-19.319273,62.53392658,1,1175.971,10.20223122,631.042776,0.537470859,K2-33 b
369,12.576,0.95,4.9816819,0.89,5315,10.542,12.57,-42.073608,179.8224924,1,167.4964,13.56222731,65.01021364,137.0764023,WASP-42 b
370,10.61,1.2,8.406726,4.47,4717,10.694,12.611,10.847586,1198.642985,0,79.5922,4.137455314,22.20536407,10.2882772,K2-97 b
371,1.7,0.84,0.36931,0.75,5245,10.57,12.115,-9.765218,4221.15728,0,3.5393,2.725973978,3.549643027,53.72136613,K2-131 b
372,2.78,0.63,4.795069,0.61,4140,10.868,13.322,20.255108,43.02710947,0,8.1664,16.82194018,4.221393582,43.31131204,K2-284 b
373,13.339,0.94,3.2588321,0.86,5358,10.622,12.526,24.402042,307.5208084,1,232.0159,10.53937003,104.4709878,139.3905696,K2-29 b
374,2.401,0.87,3.005156,0.82,,10.641,,49.523262,,1,25.6,10.20547152,12.46967995,,Kepler-411 b
