# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Dec  5 08:14:35 2019
#
# User preference: *
#
# CONSTRAINT:  where (pl_tranflag = 1
# CONSTRAINT:  and st_vjstr < 16)
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_tranflag:    Planet Transit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_facility:    Discovery Facility
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_vjerr:       V-band (Johnson) Unc. [mag]
# COLUMN st_vjlim:       V-band (Johnson) Limit Flag
# COLUMN st_j:           J-band (2MASS) [mag]
# COLUMN st_jerr:        J-band (2MASS) Unc. [mag]
# COLUMN st_jlim:        J-band (2MASS) Limit Flag
# COLUMN st_h:           H-band (2MASS) [mag]
# COLUMN st_herr:        H-band (2MASS) Unc. [mag]
# COLUMN st_hlim:        H-band (2MASS) Limit Flag
# COLUMN st_k:           Ks-band (2MASS) [mag]
# COLUMN st_kerr:        Ks-band (2MASS) Unc. [mag]
# COLUMN st_klim:        Ks-band (2MASS) Limit Flag
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_tranflag,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_facility,st_vj,st_vjerr,st_vjlim,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,st_k,st_kerr,st_klim
K2-167,b,K2-167 b,Transit,0,1,9.97748100,0.00103900,-0.00100700,0,,,,,,,,,88.604,1.001,-1.970,0,,,,,0,0,1,0,22h26m18.19s,336.575775,-18d00m40.2s,-18.011171,81.08,0.47,-0.47,0,81.08,0.47,-0.47,0,8.239,0.015,0,V (Johnson),8.104,,0,5908.00,50.00,-50.00,0,1.02,0.12,-0.09,0,1.83,0.29,-0.28,0,2018-02-15,1,,,,,,,,,,,,,2.819,0.519,-0.453,0,K2,8.239,0.015,0,7.202,0.021,0,6.974,0.038,0,6.887,0.034,0
Kepler-21,b,Kepler-21 b,Transit,0,1,2.78578000,0.00003000,-0.00003000,0,0.042717,0.000000,0.000000,0,0.020000,0.100000,-0.100000,0,83.200,0.280,-0.260,0,6.40000,2.10000,-2.10000,0,0,1,0,2,19h09m26.84s,287.361816,+38d42m50.5s,38.714016,108.86,0.38,-0.38,0,108.86,0.38,-0.38,0,8.250,0.012,0,V (Johnson),8.128,,0,6305.00,50.00,-50.00,0,1.41,0.02,-0.03,0,1.90,0.02,-0.01,0,2016-10-06,1,2025,20,-20,0,,,,,5.08000,1.72000,-1.72000,0,1.639,0.019,-0.015,0,Kepler,8.250,0.012,0,7.229,0.032,0,7.031,0.022,0,6.945,0.018,0
MASCARA-1,b,MASCARA-1 b,Transit,0,1,2.14878000,0.00000800,-0.00000800,0,0.043000,0.005000,-0.005000,0,0.000000,,,0,87.000,2.000,-3.000,0,1.50000,0.90000,-0.90000,0,0,0,0,0,21h10m12.37s,317.551544,+10d44m19.9s,10.738873,188.70,10.70,-10.70,0,183.21,1.95,-1.95,0,8.273,0.014,0,V (Johnson),8.242,,0,7554.00,150.00,-150.00,0,1.72,0.07,-0.07,0,2.10,0.20,-0.20,0,2017-11-02,1,2570,50,-30,0,,,,0,1175.97100,286.04700,-286.04700,0,16.814,3.363,-3.363,0,Multiple Observatories,8.273,0.014,0,7.819,0.018,0,7.749,0.029,0,7.740,0.017,0
KELT-24,b,KELT-24 b,Transit,0,1,5.55149260,0.00000810,-0.00000800,0,0.069690,0.000870,-0.000960,0,0.077000,0.024000,-0.025000,0,89.170,0.590,-0.750,0,3.13000,0.19000,-0.19000,0,0,0,0,0,10h47m38.35s,161.909790,+71d39m21.2s,71.655876,96.03,0.31,-0.31,0,96.79,0.31,-0.31,0,8.332,0.012,0,V (Johnson),8.238,,0,6509.00,50.00,-49.00,0,1.46,0.06,-0.06,0,1.51,0.02,-0.02,0,2019-09-12,1,1459,16,-16,0,750.9000,31.6000,-30.9000,0,1646.35940,66.74430,-69.92260,0,14.258,0.235,-0.235,0,KELT-North,8.332,0.012,0,7.408,0.024,0,7.200,0.044,0,7.154,0.021,0
DS Tuc A,b,DS Tuc A b,Transit,0,1,8.13826800,0.00001100,-0.00001100,0,,,,0,0.000000,,,0,89.500,0.340,-0.410,0,,,,0,0,0,0,1,23h39m39.48s,354.914490,-69d11m44.7s,-69.195747,44.12,0.07,-0.07,0,44.12,0.07,-0.07,0,8.469,0.012,0,V (Johnson),8.319,,0,5428.00,80.00,-80.00,0,1.01,0.06,-0.06,0,0.96,0.03,-0.03,0,2019-07-11,1,850,,,0,,,,0,,,,0,5.700,0.170,-0.170,0,Transiting Exoplanet Survey Satellite (TESS),8.469,0.012,0,7.122,0.024,0,6.759,0.022,0,6.676,0.034,0
KELT-7,b,KELT-7 b,Transit,0,1,2.73477000,0.00000400,-0.00000400,0,,,,0,0.000000,,,0,83.760,0.380,-0.380,0,,,,0,0,0,0,0,05h13m10.93s,78.295532,+33d19m05.4s,33.318165,137.21,0.93,-0.93,0,137.21,0.93,-0.93,0,8.540,0.030,0,V (Johnson),8.452,,0,6768.00,7.00,-7.00,0,1.76,0.25,-0.25,0,1.81,0.07,-0.07,0,2018-04-26,1,,,,0,,,,0,441.78370,69.92260,-69.92260,0,17.934,0.673,-0.673,0,KELT,8.540,0.030,0,7.739,0.021,0,7.580,0.042,0,7.543,0.026,0
KELT-2 A,b,KELT-2 A b,Transit,0,1,4.11379000,0.00001000,-0.00001000,0,,,,0,0.000000,,,0,88.600,1.200,-1.200,0,,,,0,0,0,0,0,06h10m39.35s,92.663948,+30d57m25.7s,30.957144,134.57,0.80,-0.80,0,134.57,0.80,-0.80,0,8.713,0.016,0,V (Johnson),8.584,,0,6327.00,80.00,-80.00,0,1.54,0.28,-0.28,0,1.93,0.10,-0.10,0,2018-04-26,1,,,,0,,,,0,540.31100,69.92260,-69.92260,0,15.132,0.897,-0.897,0,KELT,8.713,0.016,0,7.669,0.021,0,7.417,0.026,0,7.346,0.031,0
HAT-P-2,b,HAT-P-2 b,Transit,0,1,5.63351580,0.00000360,-0.00000360,0,0.068140,0.000510,-0.000510,0,0.517200,0.001900,-0.001900,0,,,,0,,,,0,0,0,0,2,16h20m36.36s,245.151489,+41d02m53.1s,41.048084,128.25,0.42,-0.42,0,128.25,0.42,-0.42,0,8.720,,0,V (Johnson),8.598,,0,6380.00,,,0,1.33,0.03,-0.03,0,1.39,0.09,-0.09,0,2018-09-27,1,,,,0,,,,0,,,,0,,,,0,HATNet,8.720,,0,7.796,0.027,0,7.652,0.038,0,7.603,0.020,0
Kepler-444,b,Kepler-444 b,Transit,0,5,3.60010530,0.00000830,-0.00000800,0,0.041780,0.000790,-0.000790,0,0.160000,0.210000,-0.100000,0,88.000,1.200,-0.600,0,,,,,0,1,0,0,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,36.48,0.04,-0.04,0,36.48,0.04,-0.04,0,8.880,0.020,0,V (Johnson),8.643,,0,5046.00,74.00,-74.00,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,2015-01-29,1,,,,,,,,,,,,,0.403,0.016,-0.014,0,Kepler,8.880,0.020,0,7.244,0.025,0,6.772,0.047,0,6.703,0.020,0
Kepler-444,c,Kepler-444 c,Transit,0,5,4.54588410,0.00000700,-0.00000710,0,0.048810,0.000930,-0.000930,0,0.310000,0.120000,-0.150000,0,88.200,1.200,-1.000,0,,,,,0,1,0,1,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,36.48,0.04,-0.04,0,36.48,0.04,-0.04,0,8.880,0.020,0,V (Johnson),8.643,,0,5046.00,74.00,-74.00,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,2015-01-29,1,,,,,,,,,,,,,0.497,0.021,-0.017,0,Kepler,8.880,0.020,0,7.244,0.025,0,6.772,0.047,0,6.703,0.020,0
Kepler-444,d,Kepler-444 d,Transit,0,5,6.18939200,0.00001200,-0.00001200,0,0.060000,0.001100,-0.001100,0,0.180000,0.160000,-0.120000,0,88.160,0.810,-0.550,0,,,,,0,1,0,1,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,36.48,0.04,-0.04,0,36.48,0.04,-0.04,0,8.880,0.020,0,V (Johnson),8.643,,0,5046.00,74.00,-74.00,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,2015-01-29,1,,,,,,,,,,,,,0.530,0.022,-0.019,0,Kepler,8.880,0.020,0,7.244,0.025,0,6.772,0.047,0,6.703,0.020,0
Kepler-444,e,Kepler-444 e,Transit,0,5,7.74349300,0.00001700,-0.00001600,0,0.069600,0.001300,-0.001300,0,0.100000,0.200000,-0.070000,0,89.130,0.540,-0.520,0,,,,,0,1,0,1,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,36.48,0.04,-0.04,0,36.48,0.04,-0.04,0,8.880,0.020,0,V (Johnson),8.643,,0,5046.00,74.00,-74.00,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,2015-01-29,1,,,,,,,,,,,,,0.546,0.017,-0.015,0,Kepler,8.880,0.020,0,7.244,0.025,0,6.772,0.047,0,6.703,0.020,0
Kepler-444,f,Kepler-444 f,Transit,0,5,9.74048600,0.00001300,-0.00001300,0,0.081100,0.001500,-0.001500,0,0.290000,0.200000,-0.190000,0,87.960,0.360,-0.310,0,,,,,0,1,0,1,19h19m00.55s,289.752289,+41d38m04.6s,41.634605,36.48,0.04,-0.04,0,36.48,0.04,-0.04,0,8.880,0.020,0,V (Johnson),8.643,,0,5046.00,74.00,-74.00,0,0.76,0.04,-0.04,0,0.75,0.01,-0.01,0,2015-01-29,1,,,,,,,,,,,,,0.741,0.041,-0.040,0,Kepler,8.880,0.020,0,7.244,0.025,0,6.772,0.047,0,6.703,0.020,0
HIP 41378,b,HIP 41378 b,Transit,0,5,15.57209800,0.00001800,-0.00001900,0,,,,0,,,,0,88.800,0.800,-1.400,0,,,,0,0,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,0.67,-0.67,0,106.61,0.67,-0.67,0,8.930,,0,V (Johnson),8.810,,0,6226.00,43.00,-43.00,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,2019-06-13,1,,,,0,,,,0,,,,0,,,,0,K2,8.930,,0,7.982,0.025,0,7.786,0.038,0,7.722,0.031,0
HIP 41378,c,HIP 41378 c,Transit,0,5,31.70648000,0.00024000,-0.00019000,0,,,,0,,,,0,87.500,2.200,-1.400,0,,,,0,1,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,0.67,-0.67,0,106.61,0.67,-0.67,0,8.930,,0,V (Johnson),8.810,,0,6226.00,43.00,-43.00,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,2019-06-13,1,,,,0,,,,0,,,,0,,,,0,K2,8.930,,0,7.982,0.025,0,7.786,0.038,0,7.722,0.031,0
HIP 41378,d,HIP 41378 d,Transit,0,5,1114.00000000,,,1,,,,0,,,,0,89.930,0.025,-0.018,0,,,,0,0,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,0.67,-0.67,0,106.61,0.67,-0.67,0,8.930,,0,V (Johnson),8.810,,0,6226.00,43.00,-43.00,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,2019-06-13,1,,,,0,,,,0,,,,0,,,,0,K2,8.930,,0,7.982,0.025,0,7.786,0.038,0,7.722,0.031,0
HIP 41378,e,HIP 41378 e,Transit,0,5,,,,0,,,,0,,,,0,89.910,0.220,-0.045,0,,,,0,0,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,0.67,-0.67,0,106.61,0.67,-0.67,0,8.930,,0,V (Johnson),8.810,,0,6226.00,43.00,-43.00,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,2019-06-13,1,,,,0,,,,0,,,,0,,,,0,K2,8.930,,0,7.982,0.025,0,7.786,0.038,0,7.722,0.031,0
HIP 41378,f,HIP 41378 f,Transit,0,5,1084.00000000,,,1,,,,0,,,,0,89.980,0.009,-0.006,0,,,,0,0,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,0.67,-0.67,0,106.61,0.67,-0.67,0,8.930,,0,V (Johnson),8.810,,0,6226.00,43.00,-43.00,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,2019-06-13,1,,,,0,,,,0,,,,0,,,,0,K2,8.930,,0,7.982,0.025,0,7.786,0.038,0,7.722,0.031,0
HD 3167,b,HD 3167 b,Transit,0,3,0.95962400,0.00002800,-0.00002800,0,0.018600,0.000300,-0.000300,0,,,,0,,,,0,,,,0,0,0,1,0,00h34m57.52s,8.739684,+04d22m53.3s,4.381469,47.36,0.15,-0.15,0,47.35,0.15,-0.15,0,8.940,0.020,0,V (Johnson),8.762,,0,5528.00,162.00,-162.00,0,0.94,0.04,-0.04,0,0.87,0.01,-0.01,0,2018-10-26,1,1669,52,-52,0,,,,0,,,,0,1.700,0.080,-0.080,0,K2,8.940,0.020,0,7.548,0.032,0,7.203,0.038,0,7.066,0.020,0
HD 3167,c,HD 3167 c,Transit,0,3,29.83832000,0.00290500,-0.00319900,0,0.184100,0.002700,-0.002800,0,,,,0,,,,0,,,,0,0,0,1,0,00h34m57.52s,8.739684,+04d22m53.3s,4.381469,47.36,0.15,-0.15,0,47.35,0.15,-0.15,0,8.940,0.020,0,V (Johnson),8.762,,0,5528.00,162.00,-162.00,0,0.94,0.04,-0.04,0,0.87,0.01,-0.01,0,2018-10-26,1,531,17,-17,0,,,,0,,,,0,2.860,0.220,-0.220,0,K2,8.940,0.020,0,7.548,0.032,0,7.203,0.038,0,7.066,0.020,0
HD 106315,b,HD 106315 b,Transit,0,2,9.55237000,0.00089000,-0.00089000,0,0.090700,0.001000,-0.001000,0,0.093000,0.110000,-0.068000,0,87.540,0.320,-0.320,0,4.70000,1.70000,-1.70000,0,0,0,1,1,12h13m53.39s,183.472473,-00d23m36.5s,-0.393484,109.00,5.00,-5.00,0,109.69,0.69,-0.69,0,8.951,0.018,0,V (Johnson),8.888,,0,6327.00,48.00,-48.00,0,1.09,0.04,-0.04,0,1.30,0.06,-0.06,0,2019-07-25,1,1153,25,-25,0,,,,0,12.60000,3.20000,-3.20000,0,2.440,0.170,-0.170,0,K2,8.951,0.018,0,8.116,0.025,0,7.962,0.040,0,7.853,0.020,0
HD 106315,c,HD 106315 c,Transit,0,2,21.05704000,0.00046000,-0.00046000,0,0.153600,0.001700,-0.001700,0,0.220000,0.150000,-0.150000,0,88.610,0.700,-0.250,0,1.01000,0.29000,-0.29000,0,0,0,1,0,12h13m53.39s,183.472473,-00d23m36.5s,-0.393484,109.00,5.00,-5.00,0,109.69,0.69,-0.69,0,8.951,0.018,0,V (Johnson),8.888,,0,6327.00,48.00,-48.00,0,1.09,0.04,-0.04,0,1.30,0.06,-0.06,0,2019-07-25,1,886,20,-20,0,,,,0,15.20000,3.70000,-3.70000,0,4.350,0.230,-0.230,0,K2,8.951,0.018,0,8.116,0.025,0,7.962,0.040,0,7.853,0.020,0
HD 80606,b,HD 80606 b,Radial Velocity,0,1,111.43670000,0.00040000,-0.00040000,0,,,,0,0.930000,0.000000,0.000000,0,89.290,0.020,-0.020,0,,,,0,0,0,0,0,09h22m37.57s,140.656540,+50d36m13.4s,50.603722,66.60,0.16,-0.16,0,66.60,0.16,-0.16,0,9.001,0.019,0,V (Johnson),8.820,,0,5561.00,24.00,-24.00,0,1.15,0.27,-0.27,0,1.04,0.02,-0.02,0,2018-04-26,1,,,,0,,,,0,1392.09540,235.19420,-235.19420,0,11.994,0.336,-0.336,0,Multiple Observatories,9.001,0.019,0,7.702,0.030,0,7.400,0.034,0,7.316,0.020,0
HD 15337,b,HD 15337 b,Transit,0,2,4.75615000,0.00017000,-0.00017000,0,0.052200,0.001200,-0.001200,0,0.090000,0.050000,-0.050000,0,88.500,0.600,-0.400,0,9.30000,1.81000,-1.58000,0,0,0,0,1,02h27m28.38s,36.868240,-27d38m06.7s,-27.635206,44.87,0.07,-0.07,0,44.87,0.07,-0.07,0,9.088,0.018,0,V (Johnson),8.856,,0,5125.00,50.00,-50.00,0,0.90,0.03,-0.03,0,0.86,0.02,-0.02,0,2019-05-16,1,1001,12,-12,0,,,,0,7.51000,1.09000,-1.01000,0,1.640,0.060,-0.060,0,Transiting Exoplanet Survey Satellite (TESS),9.088,0.018,0,7.553,0.019,0,7.215,0.034,0,7.044,0.018,0
HD 15337,c,HD 15337 c,Transit,0,2,17.17840000,0.00160000,-0.00160000,0,0.126800,0.003800,-0.003800,0,0.050000,0.060000,-0.040000,0,88.500,0.200,-0.100,0,3.23000,0.90000,-0.72000,0,0,0,0,1,02h27m28.38s,36.868240,-27d38m06.7s,-27.635206,44.87,0.07,-0.07,0,44.87,0.07,-0.07,0,9.088,0.018,0,V (Johnson),8.856,,0,5125.00,50.00,-50.00,0,0.90,0.03,-0.03,0,0.86,0.02,-0.02,0,2019-05-16,1,642,10,-10,0,,,,0,8.11000,1.82000,-1.69000,0,2.390,0.120,-0.120,0,Transiting Exoplanet Survey Satellite (TESS),9.088,0.018,0,7.553,0.019,0,7.215,0.034,0,7.044,0.018,0
KELT-17,b,KELT-17 b,Transit,0,1,3.08017160,0.00000530,-0.00000520,0,0.048810,0.000650,-0.000610,0,,,,,84.870,0.450,-0.430,0,0.46000,0.12000,-0.11000,0,0,0,0,0,08h22m28.21s,125.617523,+13d44m07.1s,13.735319,210.00,10.00,-10.00,0,227.96,2.49,-2.49,0,9.286,0.051,0,V (Johnson),9.209,,0,7454.00,49.00,-49.00,0,1.64,0.07,-0.06,0,1.65,0.06,-0.06,0,2016-09-08,1,2087,32,-33,0,,,,,416.35730,88.99240,-92.17070,0,17.094,0.729,-0.673,0,KELT,9.286,0.051,0,8.745,0.021,0,8.697,0.039,0,8.646,0.016,0
WASP-18,b,WASP-18 b,Transit,0,1,0.94145260,0.00000160,-0.00000150,0,0.020870,0.000680,-0.000680,0,0.009100,,,0,84.880,0.330,-0.330,0,,,,0,0,0,0,1,01h37m25.03s,24.354311,-45d40m40.4s,-45.677887,123.92,0.37,-0.37,0,123.92,0.37,-0.37,0,9.303,0.018,0,V (Johnson),9.166,,0,6431.00,48.00,-48.00,0,1.46,0.29,-0.29,0,1.26,0.04,-0.04,0,2019-09-26,1,,,,0,,,,0,3305.43200,,,0,13.350,0.426,-0.426,0,SuperWASP,9.303,0.018,0,8.409,0.018,0,8.231,0.055,0,8.131,0.027,0
HD 89345,b,HD 89345 b,Transit,0,1,11.81430000,0.00020000,-0.00020000,0,0.106600,0.001200,-0.001400,0,0.220000,0.095000,-0.130000,0,87.210,0.430,-0.220,0,0.47100,0.09400,-0.08400,0,0,0,1,3,10h18m41.06s,154.671066,+10d07m44.5s,10.129028,132.80,1.80,-1.70,0,132.85,0.80,-0.80,0,9.376,0.028,0,V (Johnson),9.217,,0,5576.00,73.00,-76.00,0,1.16,0.04,-0.04,0,1.75,0.05,-0.05,0,2018-08-23,1,1089,15,-16,0,,,,0,34.96130,5.40311,-5.72094,0,7.398,0.314,-0.336,0,K2,9.376,0.028,0,8.091,0.020,0,7.766,0.040,0,7.721,0.018,0
WASP-38,b,WASP-38 b,Transit,0,1,6.87188000,0.00001000,-0.00001000,0,,,,0,0.030000,0.000000,0.000000,0,89.500,0.350,-0.350,0,,,,0,0,0,0,0,16h15m50.36s,243.959845,+10d01m57.2s,10.032566,136.77,0.80,-0.80,0,136.77,0.80,-0.80,0,9.447,0.024,0,V (Johnson),9.210,,0,6180.00,50.00,-50.00,0,1.76,0.28,-0.28,0,1.52,0.07,-0.07,0,2018-04-26,1,,,,0,,,,0,1093.33520,114.41880,-114.41880,0,13.787,0.673,-0.673,0,SuperWASP,9.447,0.024,0,8.287,0.023,0,8.106,0.047,0,7.998,0.040,0
Kepler-410 A,b,Kepler-410 A b,Transit,0,1,17.83364800,0.00005400,-0.00005400,0,0.122600,0.004700,-0.004700,0,0.170000,0.100000,-0.050000,0,87.720,0.130,-0.150,0,,,,,1,1,0,2,18h52m36.17s,283.150698,+45d08m23.4s,45.139832,132.00,6.90,-6.90,0,148.16,0.49,-0.49,0,9.500,,0,V (Johnson),9.375,,0,6273.00,140.00,-140.00,0,1.21,0.03,-0.03,0,1.35,0.01,-0.01,0,2014-05-14,1,,,,,,,,,,,,,2.838,0.054,-0.054,0,Kepler,9.500,,0,8.417,0.020,0,8.191,0.021,0,8.140,0.013,0
WASP-76,b,WASP-76 b,Transit,0,1,1.80988600,0.00000100,-0.00000100,0,0.033000,0.000500,-0.000500,0,0.000000,,,0,88.000,1.300,-1.600,0,0.20100,0.01300,-0.01300,0,0,0,0,0,01h46m31.86s,26.632746,+02d42m01.9s,2.700539,120.00,20.00,-20.00,0,195.30,6.02,-6.02,0,9.500,,0,V (Johnson),9.395,,0,6250.00,100.00,-100.00,0,1.46,0.07,-0.07,0,1.73,0.04,-0.04,0,2016-01-21,1,2160,40,-40,0,,,,,292.40360,9.53490,-9.53490,0,20.512,0.673,-0.448,0,SuperWASP,9.500,,0,8.541,0.017,0,8.331,0.035,0,8.243,0.027,0
WASP-7,b,WASP-7 b,Transit,0,1,4.95464160,0.00000350,-0.00000350,0,0.061700,0.001100,-0.001100,0,,,,,87.030,0.930,-0.930,0,0.55000,0.13000,-0.13000,0,0,0,0,0,20h44m10.23s,311.042609,-39d13m31.0s,-39.225273,163.05,1.29,-1.29,0,163.05,1.29,-1.29,0,9.510,,0,V (Johnson),9.377,,0,6400.00,100.00,-100.00,0,1.28,0.07,-0.07,0,1.43,0.09,-0.09,0,2016-01-14,1,1487,48,-48,0,,,,,305.11680,41.31790,-41.31790,0,14.908,1.042,-1.042,0,SuperWASP,9.510,,0,8.648,0.027,0,8.414,0.042,0,8.396,0.023,0
