# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov 20 13:39:49 2019
#
# User preference: *
#
# CONSTRAINT:  where (k2c_disp like '%CANDIDATE%'
# CONSTRAINT:  and pl_radestr < 25
# CONSTRAINT:  and st_vjstr < 14)
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_j2:          J-band (2MASS) [mag]
# COLUMN st_k2:          Ks-band (2MASS) [mag]
#
epic_name,epic_candname,pl_name,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_tranmid,pl_trandur,pl_ratdor,pl_ratror,pl_rade,pl_eqt,st_teff,st_logg,st_rad,st_kep,st_vj,st_j2,st_k2
EPIC 206135682,EPIC 206135682.01,,CANDIDATE,,3,0,22h10m32.56s,332.635681,-11d09m58.3s,-11.166197,5.02583100,2456983.791000,0.0958333,,0.01961,1.720,,4679.00,,0.72,13.213,13.536,11.613,11.042
EPIC 206135682,EPIC 206135682.04,,CANDIDATE,Candidate identifier changed to match previous publication.,3,1,22h10m32.56s,332.635681,-11d09m58.3s,-11.166197,37.82700000,2456995.071500,0.1420000,77.000000,0.02260,1.420,,,,0.58,13.213,13.536,11.613,11.042
EPIC 206135682,EPIC 206135682.03,,CANDIDATE,Candidate identifier changed to match previous publication.,3,1,22h10m32.56s,332.635681,-11d09m58.3s,-11.166197,9.65869000,2456977.875000,0.1190000,22.800000,0.02200,1.380,,,,0.58,13.213,13.536,11.613,11.042
EPIC 206135682,EPIC 206135682.02,,CANDIDATE,Candidate identifier changed to match previous publication.,3,1,22h10m32.56s,332.635681,-11d09m58.3s,-11.166197,20.20090000,2456988.539800,0.1490000,39.200000,0.03000,1.890,,,,0.58,13.213,13.536,11.613,11.042
EPIC 211327855,EPIC 211327855.01,,CANDIDATE,,5,1,08h28m55.56s,127.231506,+10d24m18.5s,10.405143,1.72397000,2457139.700500,0.0620000,7.500000,0.01370,1.330,,,,0.89,13.297,13.540,12.035,11.492
EPIC 211107835,EPIC 211107835.01,,CANDIDATE,,4,1,03h43m21.34s,55.838932,+24d41m15.9s,24.687737,18.86520000,2457066.361300,0.1640000,32.500000,0.02240,1.570,,,,0.64,13.091,13.546,11.303,10.589
EPIC 212141021,EPIC 212141021.01,,CANDIDATE,,5,1,08h31m41.08s,127.921181,+22d50m30.0s,22.841669,2.91825000,2457140.100800,0.0920000,8.900000,0.01960,1.650,,,,0.78,13.295,13.550,11.811,11.242
EPIC 210754505,EPIC 210754505.01,,CANDIDATE,,4,0,04h18m34.78s,64.644928,+19d10m44.6s,19.179056,0.87067300,2457065.763280,0.0000000,,0.11000,21.000,,5647.00,3.97,1.74,13.185,13.551,11.473,10.907
EPIC 212499991,EPIC 212499991.01,,CANDIDATE,,6,1,13h29m57.30s,202.488770,-12d44m05.0s,-12.734723,15.38660000,2457225.449100,0.1000000,37.000000,0.02920,2.410,,,,0.76,13.236,13.552,11.877,11.366
EPIC 211552050,EPIC 211552050.01,,CANDIDATE,,16,1,08h53m38.45s,133.410202,+13d52m09.8s,13.869375,3.54496500,2458097.951640,0.0610000,,,1.900,,4860.00,4.60,0.70,13.194,13.556,11.630,10.979
EPIC 215389654,EPIC 215389654.01,,CANDIDATE,,7,1,18h54m11.91s,283.549622,-24d19m14.9s,-24.320801,23.51081100,2457333.448280,0.3575000,,0.17410,18.400,,,,0.97,13.229,13.565,11.717,11.173
EPIC 206151047,EPIC 206151047.01,,CANDIDATE,,3,0,22h14m51.60s,333.714996,-10d46m09.0s,-10.769168,0.35837800,2456983.066340,,4.900000,0.01700,1.650,,5928.00,4.25,0.89,13.432,13.569,12.443,12.088
EPIC 206151047,EPIC 206151047.01,,CANDIDATE,,3,1,22h14m51.60s,333.714996,-10d46m09.0s,-10.769168,0.35840610,2456977.329440,0.0410000,1.430000,0.02380,2.660,,,,1.03,13.432,13.569,12.443,12.088
EPIC 206151047,EPIC 206151047.01,,CANDIDATE,,3,0,22h14m51.60s,333.714996,-10d46m09.0s,-10.769168,0.35840528,2456979.480000,0.0262500,,0.01598,1.920,,5862.00,,1.04,13.432,13.569,12.443,12.088
EPIC 220187552,EPIC 220187552.01,,CANDIDATE,,8,1,01h19m54.11s,19.975456,-00d29m00.6s,-0.483490,17.09331900,2457399.314820,0.0945000,46.700000,0.38000,17.700,,,,0.43,12.836,13.575,10.708,9.886
EPIC 220400100,EPIC 220400100.01,,CANDIDATE,,8,1,00h39m23.36s,9.847324,+04d43m03.8s,4.717729,10.79460000,2457402.423500,0.1390000,23.000000,0.03470,2.340,,,,0.62,13.376,13.598,11.836,11.252
EPIC 220400100,EPIC 220400100.02,,CANDIDATE,,8,1,00h39m23.36s,9.847324,+04d43m03.8s,4.717729,4.06643000,2457394.584500,0.0650000,17.200000,0.01810,1.220,,,,0.62,13.376,13.598,11.836,11.252
EPIC 211490999,EPIC 211490999.01,,CANDIDATE,,5,1,08h43m11.72s,130.798843,+13d00m34.5s,13.009593,9.84413000,2457146.328800,0.1540000,18.200000,0.03150,3.230,,,,0.94,13.416,13.604,12.302,11.870
EPIC 211490999,EPIC 211490999.01,,CANDIDATE,,5,0,08h43m11.72s,130.798843,+13d00m34.5s,13.009593,9.84401700,2457146.329090,0.1512000,,0.03050,3.000,,,,0.91,13.416,13.604,12.302,11.870
EPIC 205146011,EPIC 205146011.01,,CANDIDATE,,2,1,16h11m07.98s,242.783264,-19d10m30.2s,-19.175051,1.05717100,2456894.738800,0.0613000,4.880000,0.01370,1.510,,,,1.00,13.215,13.618,11.421,10.704
EPIC 201588420,EPIC 201588420.01,,CANDIDATE,,1,0,11h23m44.27s,170.934448,+01d51m50.3s,1.863959,3.29089980,2456813.490000,0.0400000,,0.01804,1.570,,4671.00,,0.72,13.311,13.625,11.754,11.122
EPIC 201588420,EPIC 201588420.01,,CANDIDATE,,1,1,11h23m44.27s,170.934448,+01d51m50.3s,1.863959,3.29163000,2456813.481200,0.0537000,17.100000,0.01890,1.170,,,,0.57,13.311,13.625,11.754,11.122
EPIC 203518244,EPIC 203518244.01,,CANDIDATE,,2,1,16h16m39.10s,244.162918,-25d52m12.2s,-25.870047,0.84112570,2456894.581000,0.1216667,,0.01098,0.884,,4289.00,,0.66,13.226,13.643,11.258,10.645
EPIC 206056433,EPIC 206056433.01,,CANDIDATE,,3,1,22h20m42.97s,335.179047,-13d15m08.1s,-13.252261,28.56499400,2456998.795000,0.1633333,,0.02852,2.250,,4418.00,,0.68,13.251,13.651,11.554,10.836
EPIC 220228500,EPIC 220228500.01,,CANDIDATE,,8,1,01h14m21.19s,18.588303,+01d00m16.9s,1.004694,2.50485300,2457392.959730,0.0933000,8.040000,0.04010,3.950,,,,0.91,13.422,13.654,12.218,11.697
EPIC 201392505,EPIC 201392505.01,,CANDIDATE,,10,1,12h12m45.25s,183.188553,-01d04m29.4s,-1.074821,27.47083000,2457592.079500,0.2292000,30.900000,0.04120,3.360,480,,,,13.384,13.680,11.844,11.282
EPIC 201528215,EPIC 201528215.01,,CANDIDATE,,1,0,11h31m13.01s,172.804214,+00d57m30.9s,0.958577,6.39913980,2456816.154000,0.0875000,,0.01901,1.850,,5210.00,,0.80,13.463,13.683,12.174,11.711
EPIC 201528215,EPIC 201528215.01,,CANDIDATE,,1,1,11h31m13.01s,172.804214,+00d57m30.9s,0.958577,6.39916000,2456816.153600,0.1030000,17.300000,0.01940,1.480,,,,0.70,13.463,13.683,12.174,11.711
EPIC 213722591,EPIC 213722591.01,,CANDIDATE,,7,1,19h20m21.31s,290.088806,-28d28m36.5s,-28.476812,6.78260000,2457302.877000,0.1130000,16.600000,0.02450,1.880,,,,0.70,13.470,13.690,12.025,11.442
EPIC 206226146,EPIC 206226146.01,,CANDIDATE,,3,1,22h03m27.91s,330.866272,-09d20m43.6s,-9.345456,11.63547000,2456984.124500,0.0960000,34.200000,0.02680,2.600,,,,0.89,13.464,13.706,12.212,11.715
EPIC 220644522,EPIC 220644522.01,,CANDIDATE,,8,1,00h53m41.80s,13.424158,+10d02m41.7s,10.044929,40.93800000,2457418.825200,0.2730000,44.900000,0.03020,3.570,,,,1.08,13.376,13.720,12.154,11.757
EPIC 211619879,EPIC 211619879.01,,CANDIDATE,,5,1,08h36m15.59s,129.064972,+14d48m46.0s,14.812782,15.75120000,2457150.518700,0.1070000,42.200000,0.02180,1.380,,,,0.58,13.298,13.721,11.516,10.772
EPIC 219114906,EPIC 219114906.01,,CANDIDATE,,7,1,19h05m14.79s,286.311646,-17d29m36.4s,-17.493444,1.81053000,2457302.610700,0.0700000,7.200000,0.01730,1.024,,,,0.54,13.349,13.725,11.611,10.884
EPIC 212628098,EPIC 212628098.01,,CANDIDATE,,6,1,13h21m09.73s,200.290558,-09d56m57.0s,-9.949168,4.35242800,2457223.348300,0.0679000,,0.22720,16.600,,,,0.67,13.259,13.757,11.463,10.743
EPIC 220631484,EPIC 220631484.01,,CANDIDATE,,8,1,01h08m06.17s,17.025702,+09d44m11.9s,9.736645,13.26773000,2457396.491860,0.0440000,74.000000,0.04560,4.040,,,,0.81,13.597,13.772,12.288,11.860
EPIC 220657558,EPIC 220657558.01,,CANDIDATE,,8,1,01h01m28.99s,15.370808,+10d21m59.7s,10.366587,3.91764000,2457395.091500,0.1040000,10.000000,0.02000,2.940,,,,1.35,13.638,13.799,12.530,12.214
EPIC 206055981,EPIC 206055981.01,,CANDIDATE,,3,1,22h31m26.14s,337.858917,-13d15m52.7s,-13.264627,20.64600000,2456997.395000,0.0990000,50.000000,0.03760,2.380,,,,0.58,13.418,13.803,11.666,10.957
EPIC 206055981,EPIC 206055981.01,,CANDIDATE,,3,0,22h31m26.14s,337.858917,-13d15m52.7s,-13.264627,20.64392800,2456997.393000,0.0808333,,0.03129,2.540,,4396.00,,0.68,13.418,13.803,11.666,10.957
EPIC 229103251,EPIC 229103251.01,,CANDIDATE,,10,1,12h43m11.61s,190.798386,+00d51m48.8s,0.863555,11.67254000,2457589.703900,0.1292000,28.300000,0.02830,3.870,946,,,,13.680,13.809,12.581,12.182
EPIC 220616148,EPIC 220616148.02,,CANDIDATE,,8,1,00h57m00.55s,14.252307,+09d23m09.8s,9.386048,15.15630000,2457392.649100,0.2050000,20.400000,0.02370,3.010,,,,1.17,13.670,13.814,12.553,12.217
EPIC 220616148,EPIC 220616148.01,,CANDIDATE,,8,1,00h57m00.55s,14.252307,+09d23m09.8s,9.386048,6.73511000,2457398.502000,0.2080000,4.700000,0.03040,3.900,,,,1.17,13.670,13.814,12.553,12.217
EPIC 204197636,EPIC 204197636.01,,CANDIDATE,,2,1,15h57m03.05s,239.262726,-23d16m50.2s,-23.280607,46.13730000,2456921.970300,0.2890000,47.600000,0.03300,2.600,,,,0.72,13.468,13.824,11.818,11.198
EPIC 205632508,EPIC 205632508.01,,CANDIDATE,,2,1,16h36m27.43s,249.114304,-16d13m44.2s,-16.228956,19.22990000,2456912.233000,0.1070000,51.000000,0.02930,1.960,,,,0.61,13.337,13.831,11.239,10.454
EPIC 220401029,EPIC 220401029.01,,CANDIDATE,,8,1,01h29m24.58s,22.352432,+04d44m05.6s,4.734901,4.49161000,2457394.208100,0.1100000,11.100000,0.02240,2.010,,,,0.82,13.588,13.833,12.264,11.762
EPIC 212661144,EPIC 212661144.01,,CANDIDATE,,6,1,13h56m56.00s,209.233337,-09d11m15.5s,-9.187627,2.45878300,2457218.908200,0.0524000,13.100000,0.02950,3.110,,,,0.96,13.595,13.851,12.542,12.055
EPIC 211413752,EPIC 211413752.03,,CANDIDATE,,5,1,08h54m50.29s,133.709549,+11d50m53.8s,11.848265,26.26780000,2457142.194300,0.2020000,36.100000,0.03090,2.600,,,,0.77,13.539,13.853,12.158,11.639
EPIC 211413752,EPIC 211413752.04,,CANDIDATE,Candidate identifier changed to match previous publication.,5,1,08h54m50.29s,133.709549,+11d50m53.8s,11.848265,4.52905000,2457143.972800,0.1180000,10.900000,0.02200,1.850,,,,0.77,13.539,13.853,12.158,11.639
EPIC 211413752,EPIC 211413752.05,,CANDIDATE,,5,1,08h54m50.29s,133.709549,+11d50m53.8s,11.848265,6.13174000,2457142.340400,0.1020000,17.100000,0.02040,1.720,,,,0.77,13.539,13.853,12.158,11.639
EPIC 211533633,EPIC 211533633.01,,CANDIDATE,,16,1,09h09m53.23s,137.471802,+13d36m46.5s,13.612929,2.12695300,2458095.662120,0.0590000,,,1.700,,4020.00,4.70,0.57,13.258,13.856,11.086,10.290
EPIC 212821706,EPIC 212821706.01,,CANDIDATE,,6,1,13h31m46.11s,202.942123,-04d51m10.8s,-4.853006,13.88830000,2457222.193600,0.1390000,28.300000,0.02260,1.460,,,,0.59,13.475,13.867,11.782,11.138
EPIC 212398508,EPIC 212398508.01,,CANDIDATE,,6,1,13h34m30.93s,203.628860,-14d56m49.8s,-14.947160,46.42210000,2457237.277200,0.2810000,49.200000,0.02730,2.660,,,,0.89,13.629,13.870,12.422,11.951
EPIC 220258394,EPIC 220258394.01,,CANDIDATE,,8,1,00h42m58.22s,10.742570,+01d44m33.7s,1.742699,15.96012800,2457401.748370,0.2037000,,0.20490,19.500,,,,0.87,13.721,13.891,12.503,12.017
EPIC 201923289,EPIC 201923289.01,,CANDIDATE,,1,0,11h39m40.93s,174.920532,+07d49m33.2s,7.825885,0.78214992,2456810.377000,0.0545833,,0.01346,1.290,,5144.00,,0.79,13.688,13.899,12.347,11.870
EPIC 201923289,EPIC 201923289.01,,CANDIDATE,,1,1,11h39m40.93s,174.920532,+07d49m33.2s,7.825885,0.78202200,2456810.385800,0.0590000,3.710000,0.01540,1.580,,,,0.94,13.688,13.899,12.347,11.870
EPIC 211357309,EPIC 211357309.01,,CANDIDATE,,5,0,08h52m55.83s,133.232635,+10d56m41.0s,10.944721,0.46395000,2457201.458000,,4.290000,0.01700,0.840,,,,,13.155,13.908,10.781,9.885
EPIC 211357309,EPIC 211357309.01,,CANDIDATE,,5,0,08h52m55.83s,133.232635,+10d56m41.0s,10.944721,0.46395000,2457201.457670,,4.700000,0.01860,0.850,,3563.00,5.00,0.42,13.155,13.908,10.781,9.885
EPIC 211357309,EPIC 211357309.01,,CANDIDATE,,5,1,08h52m55.83s,133.232635,+10d56m41.0s,10.944721,0.46395400,2457139.752200,0.0412000,2.970000,0.01800,0.530,,,,0.27,13.155,13.908,10.781,9.885
EPIC 215175768,EPIC 215175768.01,,CANDIDATE,,7,1,18h47m18.52s,281.827179,-24d46m29.0s,-24.774717,1.72611500,2457302.291700,0.1290000,1.720000,0.06100,5.600,,,,0.84,13.845,13.929,11.965,11.435
EPIC 228720681,EPIC 228720681.01,,CANDIDATE,,10,1,12h34m47.24s,188.696823,-10d19m10.8s,-10.319662,15.78132000,2457586.418900,0.1417000,26.100000,0.09820,10.870,741,,,,13.763,13.933,12.736,12.330
EPIC 210559259,EPIC 210559259.01,,CANDIDATE,,4,1,03h57m54.20s,59.475853,+16d21m27.7s,16.357698,14.26763000,2457063.425500,0.1510000,27.500000,0.03100,2.040,,,,0.60,13.699,13.952,11.954,11.323
EPIC 220527374,EPIC 220527374.01,,CANDIDATE,,8,1,00h56m56.47s,14.235306,+07d22m40.8s,7.378011,10.43470000,2457393.753100,0.1440000,19.700000,0.01900,1.690,,,,0.82,13.784,13.953,12.573,12.144
EPIC 212495601,EPIC 212495601.01,,CANDIDATE,,6,1,13h15m39.03s,198.912643,-12d49m37.4s,-12.827043,21.67680000,2457229.644600,0.2030000,31.100000,0.02620,2.870,,,,1.00,13.821,13.963,12.712,12.306
EPIC 220342163,EPIC 220342163.01,,CANDIDATE,,8,1,00h58m12.62s,14.552581,+03d31m45.0s,3.529163,4.69942000,2457394.742300,0.1580000,3.460000,0.03800,2.500,,,,0.60,13.677,13.966,12.036,11.393
EPIC 220470563,EPIC 220470563.01,,CANDIDATE,,8,1,00h53m06.43s,13.276792,+06d06m01.2s,6.100327,7.30383000,2457398.101000,0.0571000,36.700000,0.02790,2.180,,,,0.71,13.647,13.970,12.216,11.719
EPIC 220492492,EPIC 220492492.01,,CANDIDATE,,8,1,01h16m30.30s,19.126238,+06d35m35.8s,6.593287,9.45380000,2457397.970800,0.2050000,12.400000,0.01880,1.910,,,,0.93,13.811,13.981,12.648,12.251
EPIC 215358983,EPIC 215358983.01,,CANDIDATE,,7,1,19h37m55.25s,294.480225,-24d23m05.8s,-24.384943,6.42171900,2457316.275430,0.2550000,,0.12790,15.300,,,,1.10,13.786,13.987,12.689,12.328
